Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,
7,"[ieframe.dll]",7,0,0.34,0.00,"ieframe.dll",
8,"[ieframe.dll]",7,0,0.34,0.00,"ieframe.dll",
9,"[ieframe.dll]",7,0,0.34,0.00,"ieframe.dll",
10,"[ieframe.dll]",7,0,0.34,0.00,"ieframe.dll",
11,"[ieframe.dll]",7,0,0.34,0.00,"ieframe.dll",
12,"[ieframe.dll]",7,0,0.34,0.00,"ieframe.dll",
13,"[shell32.dll]",6,0,0.29,0.00,"shell32.dll",
14,"[windows.storage.dll]",6,0,0.29,0.00,"windows.storage.dll",
15,"[windows.storage.dll]",6,0,0.29,0.00,"windows.storage.dll",
16,"[windows.storage.dll]",6,0,0.29,0.00,"windows.storage.dll",
17,"[windows.storage.dll]",6,0,0.29,0.00,"windows.storage.dll",
18,"[windows.storage.dll]",6,0,0.29,0.00,"windows.storage.dll",
19,"[windows.storage.dll]",6,0,0.29,0.00,"windows.storage.dll",
20,"[windows.storage.dll]",5,0,0.24,0.00,"windows.storage.dll",
21,"[windows.storage.dll]",5,0,0.24,0.00,"windows.storage.dll",
22,"[windows.storage.dll]",4,0,0.19,0.00,"windows.storage.dll",
23,"[windows.storage.dll]",3,0,0.14,0.00,"windows.storage.dll",
24,"[windows.storage.dll]",2,0,0.10,0.00,"windows.storage.dll",
25,"[SHCore.dll]",1,0,0.05,0.00,"SHCore.dll",
26,"[ScriptedSandbox64.exe]",1,0,0.05,0.00,"ScriptedSandbox64.exe",
27,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
28,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
29,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
30,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
31,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
25,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
24,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
23,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
22,"[propsys.dll]",1,0,0.05,0.00,"propsys.dll",
23,"[propsys.dll]",1,0,0.05,0.00,"propsys.dll",
24,"[propsys.dll]",1,0,0.05,0.00,"propsys.dll",
25,"[propsys.dll]",1,0,0.05,0.00,"propsys.dll",
26,"[propsys.dll]",1,0,0.05,0.00,"propsys.dll",
27,"[propsys.dll]",1,0,0.05,0.00,"propsys.dll",
28,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
29,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
20,"[SHCore.dll]",1,0,0.05,0.00,"SHCore.dll",
21,"[SHCore.dll]",1,0,0.05,0.00,"SHCore.dll",
22,"[SHCore.dll]",1,0,0.05,0.00,"SHCore.dll",
23,"[ScriptedSandbox64.exe]",1,0,0.05,0.00,"ScriptedSandbox64.exe",
24,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
25,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
26,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
27,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
28,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
13,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
14,"[ScriptedSandbox64.exe]",1,0,0.05,0.00,"ScriptedSandbox64.exe",
15,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
16,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
17,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
18,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
6,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
7,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
8,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
9,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
5,"[mshtml.dll]",531,1,25.50,0.05,"mshtml.dll",
6,"[mshtml.dll]",530,0,25.46,0.00,"mshtml.dll",
7,"[mshtml.dll]",529,1,25.41,0.05,"mshtml.dll",
8,"[mshtml.dll]",528,0,25.36,0.00,"mshtml.dll",
9,"[mshtml.dll]",524,1,25.17,0.05,"mshtml.dll",
10,"[mshtml.dll]",519,1,24.93,0.05,"mshtml.dll",
11,"[mshtml.dll]",512,0,24.59,0.00,"mshtml.dll",
12,"[mshtml.dll]",325,1,15.61,0.05,"mshtml.dll",
13,"[mshtml.dll]",191,0,9.17,0.00,"mshtml.dll",
14,"[mshtml.dll]",126,0,6.05,0.00,"mshtml.dll",
15,"[mshtml.dll]",126,1,6.05,0.05,"mshtml.dll",
16,"[mshtml.dll]",118,0,5.67,0.00,"mshtml.dll",
17,"[mshtml.dll]",109,1,5.24,0.05,"mshtml.dll",
18,"[mshtml.dll]",75,1,3.60,0.05,"mshtml.dll",
19,"[jscript9.dll]",46,0,2.21,0.00,"jscript9.dll",
20,"[jscript9.dll]",46,0,2.21,0.00,"jscript9.dll",
21,"[jscript9.dll]",46,0,2.21,0.00,"jscript9.dll",
22,"[jscript9.dll]",46,0,2.21,0.00,"jscript9.dll",
23,"[jscript9.dll]",45,0,2.16,0.00,"jscript9.dll",
24,"[jscript9.dll]",45,0,2.16,0.00,"jscript9.dll",
25,"[jscript9.dll]",45,0,2.16,0.00,"jscript9.dll",
26,"[jscript9.dll]",45,0,2.16,0.00,"jscript9.dll",
27,"[jscript9.dll]",45,0,2.16,0.00,"jscript9.dll",
28,"[jscript9.dll]",45,0,2.16,0.00,"jscript9.dll",
29,"[jscript9.dll]",45,0,2.16,0.00,"jscript9.dll",
30,"[jscript9.dll]",45,0,2.16,0.00,"jscript9.dll",
31,"[jscript9.dll]",45,0,2.16,0.00,"jscript9.dll",
32,"[jscript9.dll]",45,2,2.16,0.10,"jscript9.dll",
33,"[jscript9.dll]",43,0,2.07,0.00,"jscript9.dll",
34,"[jscript9.dll]",43,0,2.07,0.00,"jscript9.dll",
35,"[jscript9.dll]",43,2,2.07,0.10,"jscript9.dll",
36,"[jscript9.dll]",41,2,1.97,0.10,"jscript9.dll",
37,"[jscript9.dll]",39,0,1.87,0.00,"jscript9.dll",
38,"[jscript9.dll]",39,1,1.87,0.05,"jscript9.dll",
39,"[jscript9.dll]",38,0,1.83,0.00,"jscript9.dll",
40,"[jscript9.dll]",38,0,1.83,0.00,"jscript9.dll",
41,"[jscript9.dll]",38,0,1.83,0.00,"jscript9.dll",
42,"[jscript9.dll]",37,1,1.78,0.05,"jscript9.dll",
43,"[jscript9.dll]",28,0,1.34,0.00,"jscript9.dll",
44,"[jscript9.dll]",28,0,1.34,0.00,"jscript9.dll",
45,"[jscript9.dll]",28,1,1.34,0.05,"jscript9.dll",
46,"[jscript9.dll]",25,0,1.20,0.00,"jscript9.dll",
47,"[jscript9.dll]",25,0,1.20,0.00,"jscript9.dll",
48,"[jscript9.dll]",25,0,1.20,0.00,"jscript9.dll",
49,"[jscript9.dll]",25,0,1.20,0.00,"jscript9.dll",
50,"[jscript9.dll]",25,2,1.20,0.10,"jscript9.dll",
51,"[jscript9.dll]",23,0,1.10,0.00,"jscript9.dll",
52,"[jscript9.dll]",23,0,1.10,0.00,"jscript9.dll",
53,"[jscript9.dll]",23,2,1.10,0.10,"jscript9.dll",
54,"[jscript9.dll]",21,0,1.01,0.00,"jscript9.dll",
55,"[jscript9.dll]",21,0,1.01,0.00,"jscript9.dll",
56,"[jscript9.dll]",21,0,1.01,0.00,"jscript9.dll",
57,"[jscript9.dll]",21,1,1.01,0.05,"jscript9.dll",
58,"[jscript9.dll]",20,1,0.96,0.05,"jscript9.dll",
59,"[jscript9.dll]",19,0,0.91,0.00,"jscript9.dll",
60,"[jscript9.dll]",19,1,0.91,0.05,"jscript9.dll",
61,"[jscript9.dll]",17,1,0.82,0.05,"jscript9.dll",
62,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
63,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
64,"[jscript9.dll]",16,5,0.77,0.24,"jscript9.dll",
65,"[jscript9.dll]",11,1,0.53,0.05,"jscript9.dll",
66,"[jscript9.dll]",10,2,0.48,0.10,"jscript9.dll",
67,"[jscript9.dll]",8,0,0.38,0.00,"jscript9.dll",
68,"[jscript9.dll]",8,0,0.38,0.00,"jscript9.dll",
69,"[jscript9.dll]",8,0,0.38,0.00,"jscript9.dll",
70,"[jscript9.dll]",4,0,0.19,0.00,"jscript9.dll",
71,"[jscript9.dll]",4,0,0.19,0.00,"jscript9.dll",
72,"[jscript9.dll]",4,0,0.19,0.00,"jscript9.dll",
73,"[jscript9.dll]",4,0,0.19,0.00,"jscript9.dll",
74,"[jscript9.dll]",4,0,0.19,0.00,"jscript9.dll",
75,"[jscript9.dll]",4,0,0.19,0.00,"jscript9.dll",
76,"[jscript9.dll]",4,1,0.19,0.05,"jscript9.dll",
77,"[jscript9.dll]",3,1,0.14,0.05,"jscript9.dll",
78,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
79,"[jscript9.dll]",2,0,0.10,0.00,"jscript9.dll",
80,"[jscript9.dll]",2,1,0.10,0.05,"jscript9.dll",
81,"[jscript9.dll]",1,1,0.05,0.05,"jscript9.dll",
70,"[mshtml.dll]",4,0,0.19,0.00,"mshtml.dll",
71,"[mshtml.dll]",4,0,0.19,0.00,"mshtml.dll",
72,"[mshtml.dll]",4,0,0.19,0.00,"mshtml.dll",
73,"[ieframe.dll]",4,0,0.19,0.00,"ieframe.dll",
74,"[ieframe.dll]",4,0,0.19,0.00,"ieframe.dll",
75,"[urlmon.dll]",4,0,0.19,0.00,"urlmon.dll",
76,"[urlmon.dll]",4,0,0.19,0.00,"urlmon.dll",
77,"[urlmon.dll]",4,0,0.19,0.00,"urlmon.dll",
78,"[urlmon.dll]",4,0,0.19,0.00,"urlmon.dll",
79,"[urlmon.dll]",4,0,0.19,0.00,"urlmon.dll",
80,"[ScriptedSandbox64.exe]",3,1,0.14,0.05,"ScriptedSandbox64.exe",
81,"[KernelBase.dll]",2,0,0.10,0.00,"KernelBase.dll",
82,"[KernelBase.dll]",2,0,0.10,0.00,"KernelBase.dll",
83,"[ntdll.dll]",2,2,0.10,0.10,"ntdll.dll",
80,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
81,"[uxtheme.dll]",1,0,0.05,0.00,"uxtheme.dll",
82,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
83,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
84,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
61,"[msvcrt.dll]",1,0,0.05,0.00,"msvcrt.dll",
62,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
63,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
64,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
65,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
46,"[mshtml.dll]",2,0,0.10,0.00,"mshtml.dll",
47,"[mshtml.dll]",2,0,0.10,0.00,"mshtml.dll",
48,"[mshtml.dll]",2,1,0.10,0.05,"mshtml.dll",
49,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
50,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
51,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
52,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
53,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
54,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
55,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
56,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
57,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
58,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
59,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
60,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
61,"[mshtml.dll]",1,1,0.05,0.05,"mshtml.dll",
43,"[mshtml.dll]",8,0,0.38,0.00,"mshtml.dll",
44,"[mshtml.dll]",8,0,0.38,0.00,"mshtml.dll",
45,"[mshtml.dll]",8,0,0.38,0.00,"mshtml.dll",
46,"[mshtml.dll]",8,0,0.38,0.00,"mshtml.dll",
47,"[mshtml.dll]",8,0,0.38,0.00,"mshtml.dll",
48,"[mshtml.dll]",8,0,0.38,0.00,"mshtml.dll",
49,"[mshtml.dll]",8,0,0.38,0.00,"mshtml.dll",
50,"[mshtml.dll]",8,0,0.38,0.00,"mshtml.dll",
51,"[mshtml.dll]",8,0,0.38,0.00,"mshtml.dll",
52,"[mshtml.dll]",8,0,0.38,0.00,"mshtml.dll",
53,"[mshtml.dll]",7,0,0.34,0.00,"mshtml.dll",
54,"[mshtml.dll]",7,0,0.34,0.00,"mshtml.dll",
55,"[mshtml.dll]",7,0,0.34,0.00,"mshtml.dll",
56,"[mshtml.dll]",7,0,0.34,0.00,"mshtml.dll",
57,"[mshtml.dll]",7,0,0.34,0.00,"mshtml.dll",
58,"[mshtml.dll]",7,1,0.34,0.05,"mshtml.dll",
59,"[urlmon.dll]",5,0,0.24,0.00,"urlmon.dll",
60,"[urlmon.dll]",4,0,0.19,0.00,"urlmon.dll",
61,"[KernelBase.dll]",2,0,0.10,0.00,"KernelBase.dll",
62,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
63,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
62,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
61,"[urlmon.dll]",2,0,0.10,0.00,"urlmon.dll",
62,"[urlmon.dll]",2,0,0.10,0.00,"urlmon.dll",
63,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
64,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
65,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
66,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
67,"[ScriptedSandbox64.exe]",1,0,0.05,0.00,"ScriptedSandbox64.exe",
68,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
69,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
70,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
71,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
63,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
64,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
65,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
66,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
67,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
68,"[ScriptedSandbox64.exe]",1,0,0.05,0.00,"ScriptedSandbox64.exe",
69,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
70,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
71,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
72,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
60,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
61,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
59,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
60,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
61,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
62,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
63,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
64,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
65,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
66,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
67,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
68,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
69,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
70,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
71,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
72,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
53,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
54,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
42,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
43,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
44,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
45,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
46,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
47,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
48,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
49,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
50,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
51,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
52,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
53,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
54,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
55,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
56,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
57,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
58,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
59,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
60,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
61,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
62,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
23,"[msvcrt.dll]",1,0,0.05,0.00,"msvcrt.dll",
24,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
25,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
19,"[mshtml.dll]",26,0,1.25,0.00,"mshtml.dll",
20,"[mshtml.dll]",23,1,1.10,0.05,"mshtml.dll",
21,"[mshtml.dll]",21,0,1.01,0.00,"mshtml.dll",
22,"[mshtml.dll]",16,1,0.77,0.05,"mshtml.dll",
23,"[mshtml.dll]",15,0,0.72,0.00,"mshtml.dll",
24,"[mshtml.dll]",15,1,0.72,0.05,"mshtml.dll",
25,"[mshtml.dll]",12,0,0.58,0.00,"mshtml.dll",
26,"[mshtml.dll]",9,0,0.43,0.00,"mshtml.dll",
27,"[mshtml.dll]",9,0,0.43,0.00,"mshtml.dll",
28,"[mshtml.dll]",9,0,0.43,0.00,"mshtml.dll",
29,"[mshtml.dll]",7,0,0.34,0.00,"mshtml.dll",
30,"[mshtml.dll]",7,0,0.34,0.00,"mshtml.dll",
31,"[mshtml.dll]",6,3,0.29,0.14,"mshtml.dll",
32,"[mshtml.dll]",3,1,0.14,0.05,"mshtml.dll",
33,"[mshtml.dll]",2,0,0.10,0.00,"mshtml.dll",
34,"[mshtml.dll]",2,0,0.10,0.00,"mshtml.dll",
35,"[mshtml.dll]",2,1,0.10,0.05,"mshtml.dll",
36,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
37,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
38,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
39,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
40,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
41,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
42,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
43,"[msvcrt.dll]",1,1,0.05,0.05,"msvcrt.dll",
31,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
29,"[KernelBase.dll]",2,0,0.10,0.00,"KernelBase.dll",
30,"[ntdll.dll]",2,2,0.10,0.10,"ntdll.dll",
26,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
27,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
28,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
26,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
27,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
28,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
29,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
30,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
31,"[msvcrt.dll]",1,1,0.05,0.05,"msvcrt.dll",
26,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
27,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
28,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
29,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
30,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
31,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
32,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
33,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
34,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
35,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
36,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
37,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
25,"[urlmon.dll]",2,0,0.10,0.00,"urlmon.dll",
26,"[urlmon.dll]",2,0,0.10,0.00,"urlmon.dll",
27,"[urlmon.dll]",2,0,0.10,0.00,"urlmon.dll",
28,"[urlmon.dll]",2,0,0.10,0.00,"urlmon.dll",
29,"[urlmon.dll]",2,0,0.10,0.00,"urlmon.dll",
30,"[urlmon.dll]",2,1,0.10,0.05,"urlmon.dll",
31,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
32,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
33,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
34,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
35,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
22,"[urlmon.dll]",4,0,0.19,0.00,"urlmon.dll",
23,"[urlmon.dll]",4,0,0.19,0.00,"urlmon.dll",
24,"[urlmon.dll]",4,0,0.19,0.00,"urlmon.dll",
25,"[urlmon.dll]",4,0,0.19,0.00,"urlmon.dll",
26,"[urlmon.dll]",4,0,0.19,0.00,"urlmon.dll",
27,"[urlmon.dll]",2,0,0.10,0.00,"urlmon.dll",
28,"[urlmon.dll]",2,0,0.10,0.00,"urlmon.dll",
29,"[iertutil.dll]",2,0,0.10,0.00,"iertutil.dll",
30,"[iertutil.dll]",2,0,0.10,0.00,"iertutil.dll",
31,"[KernelBase.dll]",2,0,0.10,0.00,"KernelBase.dll",
32,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
33,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
32,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
27,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
28,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
29,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
30,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
31,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
32,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
33,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
34,"[iertutil.dll]",1,1,0.05,0.05,"iertutil.dll",
27,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
28,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
29,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
30,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
31,"[KernelBase.dll]",1,1,0.05,0.05,"KernelBase.dll",
22,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
23,"[KernelBase.dll]",1,1,0.05,0.05,"KernelBase.dll",
21,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
22,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
23,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
24,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
25,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
26,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
27,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
28,"[iertutil.dll]",1,1,0.05,0.05,"iertutil.dll",
20,"[urlmon.dll]",2,0,0.10,0.00,"urlmon.dll",
21,"[urlmon.dll]",2,0,0.10,0.00,"urlmon.dll",
22,"[urlmon.dll]",2,0,0.10,0.00,"urlmon.dll",
23,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
24,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
25,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
26,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
27,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
28,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
29,"[iertutil.dll]",1,1,0.05,0.05,"iertutil.dll",
23,"[iertutil.dll]",1,1,0.05,0.05,"iertutil.dll",
20,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
21,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
22,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
23,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
24,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
25,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
26,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
27,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
28,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
29,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
30,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
19,"[urlmon.dll]",2,0,0.10,0.00,"urlmon.dll",
20,"[urlmon.dll]",2,0,0.10,0.00,"urlmon.dll",
21,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
22,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
23,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
24,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
25,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
26,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
27,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
28,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
29,"[urlmon.dll]",1,0,0.05,0.00,"urlmon.dll",
30,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
31,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
21,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
22,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
23,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
24,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
25,"[iertutil.dll]",1,0,0.05,0.00,"iertutil.dll",
